대분류,신용체크구분,개인법인구분,중분류,소분류,롯데카드,비씨카드,비씨카드 기타,삼성카드,신한카드,우리카드,하나카드,현대카드,KB국민카드,NH농협카드,합계,기준년월
회원수,직불/체크카드,개인,사용불가카드수,사용불가카드수,41,1095,1437,56,334,1004,581,20,792,0,-,202112
회원수,직불/체크카드,개인,사용가능회원수,사용가능회원수,610,7745,8618,587,14324,8200,7912,114,13501,0,-,202112
회원수,직불/체크카드,개인,사용불가회원수,사용불가회원수,37,720,675,38,181,419,266,18,262,0,-,202112
회원수,직불/체크카드,개인,순수보유회원수(월말),순수보유회원수(월말),464,8466,9292,328,7941,5744,5983,101,8593,0,-,202112
회원수,직불/체크카드,법인,사용가능카드수,사용가능카드수,3,838,503,3,330,318,200,19,673,0,-,202112
회원수,직불/체크카드,법인,사용불가카드수,사용불가카드수,1,53,51,0,43,11,10,3,121,0,-,202112
회원수,직불/체크카드,법인,사용가능회원수,사용가능회원수,3,512,172,1,142,118,92,8,409,0,-,202112
회원수,직불/체크카드,법인,사용불가회원수,사용불가회원수,1,26,22,0,72,2,4,1,20,0,-,202112
회원수,직불/체크카드,법인,순수보유회원수(월말),순수보유회원수(월말),3,538,194,2,158,109,53,6,334,0,-,202112
금융자산,,,현금서비스잔액,현금서비스잔액,690047,367,0,1067353,1672339,673540,397841,633619,1153093,394400,6682599,202112
금융자산,,,합계,합계,3694387,81,0,5792511,7652540,2959659,2461759,4644710,5821358,2461856,35488861,202112
금융자산,,,대환대출잔액,대환대출잔액,15539,0,0,87213,288283,87273,61563,121871,222397,19408,903547,202112
금융자산,,,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,742190,0,0,1041625,1272276,366308,406257,1053117,1200551,62570,6144894,202112
국내이용금액,신용카드,개인,일시불,일반,3891948,1165259,3881387,7113601,7898583,2867435,2909662,7225652,6358607,3266259,42697006,202301
국내이용금액,신용카드,개인,일시불,국세/지방세등,135355,22192,86032,558861,929632,71029,53566,172986,403608,57172,2404401,202301
국내이용금액,신용카드,개인,할부,일반,1115309,259916,828566,2533610,1930109,682824,662658,1595308,1587086,792428,11159248,202301
국내이용금액,신용카드,개인,할부,국세/지방세등,87067,43637,164978,530364,222760,133399,112917,187300,169298,121126,1607868,202301
국내이용금액,신용카드,개인,현금서비스,현금서비스,483868,88036,528351,796480,1055284,396606,280519,293677,826804,307253,4528527,202301
국내이용금액,신용카드,개인,카드론,카드론,365486,1862,0,691819,693322,315981,359379,282013,499907,244093,3453862,202301
국내이용금액,신용카드,법인,일시불,일반,490835,1775059,1720323,870930,1068012,894733,886283,650114,1206339,982730,8825035,202301
국내이용금액,신용카드,법인,일시불,국세/지방세등,93271,160782,387375,139126,82011,373150,213855,242036,474196,42432,1820859,202301
국내이용금액,신용카드,법인,일시불,구매전용,927294,45210,30351,301658,255975,406275,6549,542854,0,28958,2514773,202301
국내이용금액,신용카드,법인,할부,일반,904,122205,27582,3223,2068,13230,16666,713,17026,59788,235823,202301
국내이용금액,신용카드,법인,할부,국세/지방세등,170,180115,10626,5,0,6321,26014,714,5945,29663,248947,202301
국내이용금액,신용카드,법인,할부,구매전용,0,182,1184,0,0,0,0,8000,0,0,8182,202301
국내이용금액,직불/체크카드,개인,일반,일반,70874,1502213,1901911,73546,1987967,1404258,983008,38095,2499177,4059629,12618767,202301
국내이용금액,직불/체크카드,개인,국세/지방세등,국세/지방세등,270,10833,13351,1334,70211,10560,7364,281,55693,28802,185348,202301
국내이용금액,직불/체크카드,법인,일반,일반,115,344462,453761,1925,277466,400953,251913,19975,449934,518232,2264975,202301
국내이용금액,직불/체크카드,법인,국세/지방세등,국세/지방세등,0,145592,46541,3,1623,21163,29319,82,33619,21901,253302,202301
국내이용금액,직불/체크카드,법인,구매전용,구매전용,0,0,0,0,49221,0,0,1242,0,0,50463,202301
해외이용금액,신용카드,개인,일시불,일반,79879,32126,90224,200394,185843,75283,93041,177263,164802,42231,1050862,202301
해외이용금액,신용카드,개인,할부,일반,0,0,0,17306,11071,0,0,13156,0,0,41533,202301
해외이용금액,신용카드,개인,현금서비스,현금서비스,639,591,1381,1852,2254,1151,1343,1190,2637,812,12469,202301
해외이용금액,신용카드,법인,일시불,일반,45530,69124,47724,48576,53259,39924,43342,20182,51124,10273,381334,202301
해외이용금액,신용카드,법인,현금서비스,현금서비스,5,430,36,21,66,35,36,0,15,17,625,202301
해외이용금액,직불/체크카드,개인,일반,일반,174,8184,28019,396,72173,50078,75647,228,39950,33945,280775,202301
해외이용금액,직불/체크카드,법인,일반,일반,0,13631,13533,0,12620,13533,17398,0,11381,2526,71089,202301
회원수,신용카드,개인,전체회원수,합계,9006,4968,10060,12595,14218,6970,5884,11390,11516,8332,-,202301
회원수,신용카드,개인,전체회원수,본인기준회원수,8719,4945,9978,12369,13798,6928,5777,11077,11270,0,-,202301
회원수,신용카드,개인,신규회원수(월중),합계,114,80,97,132,109,78,122,112,124,100,-,202301
회원수,신용카드,개인,신규회원수(월중),본인기준회원수,113,79,97,130,102,78,114,109,120,0,-,202301
회원수,신용카드,개인,해지회원수(월중),해지회원수(월중),79,54,94,98,101,64,58,74,100,104,-,202301
회원수,신용카드,개인,전체이용회원수,합계,6228,2531,6931,9910,10990,4985,4028,8730,8989,0,-,202301
회원수,신용카드,개인,전체이용회원수,신판이용회원수,6207,2522,6906,9898,10965,4970,4015,8713,8946,0,-,202301
회원수,신용카드,개인,사용가능회원수(월말),합계,8268,4704,9724,11478,13098,6086,5103,10456,10468,8190,-,202301
회원수,신용카드,개인,사용가능회원수(월말),본인기준회원수,8044,4682,9647,11288,12750,6049,5004,10186,10245,0,-,202301
회원수,신용카드,법인,신규회원수(월중),신규회원수(월중),114,6,7,0,3,6,3,0,7,2,-,202301
회원수,신용카드,법인,해지회원수(월중),해지회원수(월중),0,11,4,0,2,3,1,0,8,6,-,202301
회원수,신용카드,법인,사용가능회원수(월말),사용가능회원수(월말),34,768,532,42,173,264,208,35,445,864,-,202301
회원수,직불/체크카드,개인,사용가능카드수,사용가능카드수,497,10404,12682,532,19763,9164,10155,162,16040,0,-,202301
회원수,직불/체크카드,개인,사용불가카드수,사용불가카드수,34,1007,1375,46,436,1144,603,22,904,0,-,202301
회원수,직불/체크카드,개인,사용가능회원수,사용가능회원수,481,8816,10767,484,14156,7462,7972,158,13434,0,-,202301
회원수,직불/체크카드,개인,사용불가회원수,사용불가회원수,31,749,710,33,214,473,284,20,322,0,-,202301
회원수,직불/체크카드,개인,순수보유회원수(월말),순수보유회원수(월말),355,8011,8510,263,7726,5165,5992,132,8305,0,-,202301
회원수,직불/체크카드,법인,사용가능카드수,사용가능카드수,2,881,502,3,329,315,223,24,653,0,-,202301
회원수,직불/체크카드,법인,사용불가카드수,사용불가카드수,0,63,45,0,59,11,10,5,118,0,-,202301
회원수,직불/체크카드,법인,사용가능회원수,사용가능회원수,2,1324,720,1,139,116,105,9,401,0,-,202301
회원수,직불/체크카드,법인,사용불가회원수,사용불가회원수,0,188,82,0,83,2,4,2,20,0,-,202301
회원수,직불/체크카드,법인,순수보유회원수(월말),순수보유회원수(월말),3,564,189,1,163,106,60,9,318,0,-,202301
금융자산,,,현금서비스잔액,현금서비스잔액,739286,1617,0,1158147,1655660,590930,425195,409042,1247876,437546,6665299,202301
금융자산,,,합계,합계,3886414,5559,0,5750495,7940942,2795866,2802317,4475441,6270889,2706953,36634876,202301
금융자산,,,대환대출잔액,대환대출잔액,45931,0,0,90793,316319,146956,74291,165786,264490,18899,1123465,202301
금융자산,,,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,1003732,4137,0,1259483,1518891,437369,440477,1199347,1410158,92997,7366591,202301
국내이용금액,신용카드,개인,일시불,일반,11845220,3504254,11901967,21353623,24071042,8824499,8736009,21961038,18969385,9823460,129088530,202303
국내이용금액,신용카드,개인,일시불,국세/지방세등,277555,43907,189641,1622364,2681443,161671,95944,279777,949797,114667,6227125,202303
국내이용금액,신용카드,개인,할부,일반,3454162,799186,2640351,7764316,6025581,2229780,1970787,4802361,4858753,2399180,34304106,202303
국내이용금액,신용카드,개인,할부,국세/지방세등,174322,75374,307388,841569,421419,253940,215204,334050,286105,204992,2806975,202303
국내이용금액,신용카드,개인,현금서비스,현금서비스,1480417,265165,1657394,2405175,3216335,1258071,855240,904610,2490251,940825,13816089,202303
국내이용금액,신용카드,개인,카드론,카드론,1242872,6108,0,1934207,2108718,978970,1005185,1025874,1624845,701499,10628278,202303
국내이용금액,신용카드,법인,일시불,일반,1553847,5092056,5328175,2638510,3233139,2634192,2712051,2054416,3602034,3044519,26564764,202303
국내이용금액,신용카드,법인,일시불,국세/지방세등,168854,378372,594689,682120,175879,554258,697562,1834421,2048278,102867,6642611,202303
국내이용금액,신용카드,법인,일시불,구매전용,2837367,131265,68655,1051937,609880,1254670,22564,1889750,0,74664,7872097,202303
국내이용금액,신용카드,법인,할부,일반,2820,372451,87809,10027,5270,44546,70864,1919,53834,185033,746764,202303
국내이용금액,신용카드,법인,할부,국세/지방세등,302,356198,19288,5,0,11319,48181,1620,10930,55477,484032,202303
국내이용금액,신용카드,법인,할부,구매전용,0,3860,2112,0,0,0,0,18000,0,0,21860,202303
국내이용금액,직불/체크카드,개인,일반,일반,223205,4363845,5629152,224478,5861388,4144271,2886030,117724,7352284,11911054,37084279,202303
국내이용금액,직불/체크카드,개인,국세/지방세등,국세/지방세등,417,24220,22998,1780,194990,17763,11946,367,112495,57755,421733,202303
국내이용금액,직불/체크카드,법인,일반,일반,311,1017444,1403812,5837,834852,1186326,637919,61870,1314207,1649309,6708075,202303
국내이용금액,직불/체크카드,법인,국세/지방세등,국세/지방세등,0,485932,139742,3,4251,50094,116440,163,91778,50136,798797,202303
국내이용금액,직불/체크카드,법인,구매전용,구매전용,0,0,0,0,139828,0,0,4641,0,0,144469,202303
해외이용금액,신용카드,개인,일시불,일반,224969,91958,260302,568722,530315,216722,261752,509856,488417,126171,3018882,202303
해외이용금액,신용카드,개인,할부,일반,0,0,0,46835,33298,0,0,39885,0,0,120018,202303
해외이용금액,신용카드,개인,현금서비스,현금서비스,1844,1814,4048,5154,6338,3441,3967,3274,7653,2296,35781,202303
해외이용금액,신용카드,법인,일시불,일반,141118,218049,147117,145415,176023,121304,138599,70030,156772,32447,1199757,202303
해외이용금액,신용카드,법인,현금서비스,현금서비스,17,1006,114,65,66,104,82,0,40,74,1454,202303
해외이용금액,직불/체크카드,개인,일반,일반,561,23600,75929,1119,196136,137007,211722,804,112410,89776,773135,202303
해외이용금액,직불/체크카드,법인,일반,일반,0,39141,37533,0,36827,37533,49082,0,34279,8371,205233,202303
회원수,신용카드,개인,전체회원수,합계,9079,5036,10095,12675,14261,7021,5958,11577,11639,8385,-,202303
회원수,신용카드,개인,전체회원수,본인기준회원수,8799,5014,10014,12453,13840,6979,5851,11262,11393,0,-,202303
회원수,신용카드,개인,신규회원수(월중),합계,113,86,110,127,136,90,95,203,149,120,-,202303
회원수,신용카드,개인,신규회원수(월중),본인기준회원수,113,86,109,125,130,89,94,195,145,0,-,202303
회원수,신용카드,개인,해지회원수(월중),해지회원수(월중),80,57,97,99,111,68,61,55,89,92,-,202303
회원수,신용카드,개인,전체이용회원수,합계,6278,2584,7024,9986,11036,5086,4070,8859,9103,0,-,202303
회원수,신용카드,개인,전체이용회원수,신판이용회원수,6256,2574,6999,9976,11009,5071,4057,8842,9062,0,-,202303
회원수,신용카드,개인,사용가능회원수(월말),합계,8328,4773,9765,11528,13105,6114,5172,10593,10579,8237,-,202303
회원수,신용카드,개인,사용가능회원수(월말),본인기준회원수,8110,4751,9689,11341,12759,6077,5072,10321,10357,0,-,202303
회원수,신용카드,법인,신규회원수(월중),신규회원수(월중),0,10,10,0,5,10,6,0,11,3,-,202303
회원수,신용카드,법인,해지회원수(월중),해지회원수(월중),0,11,5,0,4,3,1,0,6,8,-,202303
회원수,신용카드,법인,사용가능회원수(월말),사용가능회원수(월말),34,769,540,41,170,276,214,35,456,854,-,202303
회원수,직불/체크카드,개인,사용가능카드수,사용가능카드수,476,10272,12622,510,19687,9017,10297,266,16008,0,-,202303
회원수,직불/체크카드,개인,사용불가카드수,사용불가카드수,33,987,1352,42,522,1108,618,25,866,0,-,202303
회원수,직불/체크카드,개인,사용가능회원수,사용가능회원수,461,8702,10744,466,14126,7373,8058,257,13427,0,-,202303
회원수,직불/체크카드,개인,사용불가회원수,사용불가회원수,29,736,706,32,258,464,301,22,306,0,-,202303
회원수,직불/체크카드,개인,순수보유회원수(월말),순수보유회원수(월말),337,7899,8476,252,7699,5070,6064,212,8240,0,-,202303
회원수,직불/체크카드,법인,사용가능카드수,사용가능카드수,2,876,498,3,332,313,220,25,648,0,-,202303
회원수,직불/체크카드,법인,사용불가카드수,사용불가카드수,0,62,45,0,59,11,10,5,118,0,-,202303
회원수,직불/체크카드,법인,사용가능회원수,사용가능회원수,2,1318,729,1,139,116,101,10,400,0,-,202303
회원수,직불/체크카드,법인,사용불가회원수,사용불가회원수,0,184,83,0,83,2,3,2,20,0,-,202303
회원수,직불/체크카드,법인,순수보유회원수(월말),순수보유회원수(월말),3,559,188,1,163,106,60,9,315,0,-,202303
금융자산,,,현금서비스잔액,현금서비스잔액,733470,1995,0,1148438,1596717,627450,430881,401184,1240793,455404,6636332,202303
금융자산,,,합계,합계,4032236,8159,0,5664291,7856002,2985449,2900185,4349283,6325600,2711840,36833045,202303
금융자산,,,대환대출잔액,대환대출잔액,52675,0,0,84395,320796,135125,75296,185142,291415,20615,1165459,202303
금융자산,,,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,1014038,5545,0,1271816,1520991,424828,437971,1028061,1416405,95346,7215001,202303
국내이용금액,신용카드,개인,일시불,일반,7636014,2262699,7747296,13951191,15586230,5655498,5729761,14184658,12359271,6330326,83695648,202302
국내이용금액,신용카드,개인,일시불,국세/지방세등,204380,33394,137790,1099642,1773600,116172,74889,225782,679749,85884,4293492,202302
국내이용금액,신용카드,개인,할부,일반,2210152,511168,1671035,5071024,3856915,1397519,1326946,3087511,3114537,1539441,22115213,202302
국내이용금액,신용카드,개인,할부,국세/지방세등,127818,58722,225060,702898,302856,182846,154893,256835,223789,163816,2174473,202302
국내이용금액,신용카드,개인,현금서비스,현금서비스,957955,171109,1060335,1571140,2056486,804271,552734,578832,1610424,598981,8901932,202302
국내이용금액,신용카드,개인,카드론,카드론,776708,3782,0,1274300,1393924,623824,671918,626332,1013101,458304,6842193,202302
국내이용금액,신용카드,법인,일시불,일반,1007194,3318824,3541067,1735124,2082233,1716032,1742805,1295652,2291637,1920443,17109944,202302
국내이용금액,신용카드,법인,일시불,국세/지방세등,131094,271596,506369,505238,136994,476900,317372,875540,1232147,74529,4021410,202302
국내이용금액,신용카드,법인,일시불,구매전용,1896286,89396,45145,583600,392679,927816,13847,1072873,0,53495,5029992,202302
국내이용금액,신용카드,법인,할부,일반,1817,236325,54277,5591,3594,27057,34195,1290,33779,116445,460093,202302
국내이용금액,신용카드,법인,할부,국세/지방세등,228,244419,14309,5,0,8291,35074,1092,8284,41185,338578,202302
국내이용금액,신용카드,법인,할부,구매전용,0,3713,1870,0,0,0,0,8000,0,0,11713,202302
국내이용금액,직불/체크카드,개인,일반,일반,143942,2852071,3675575,147165,3817070,2694953,1877793,73873,4802463,7759431,24168761,202302
국내이용금액,직불/체크카드,개인,국세/지방세등,국세/지방세등,338,17811,18055,1588,124790,14172,9578,325,85492,42515,296609,202302
국내이용금액,직불/체크카드,법인,일반,일반,206,662912,915811,3825,554835,778020,449697,39320,875909,1028754,4393478,202302
국내이용금액,직불/체크카드,법인,국세/지방세등,국세/지방세등,0,311939,85738,3,2964,35224,58797,121,76008,38571,523627,202302
국내이용금액,직불/체크카드,법인,구매전용,구매전용,0,0,0,0,93392,0,0,2801,0,0,96193,202302
해외이용금액,신용카드,개인,일시불,일반,152381,61346,173283,382121,353411,144350,174682,336435,320986,83060,2008772,202302
해외이용금액,신용카드,개인,할부,일반,0,0,0,33542,22503,0,0,26564,0,0,82609,202302
해외이용금액,신용카드,개인,현금서비스,현금서비스,1267,1185,2660,3448,4167,2253,2622,2214,5007,1566,23729,202302
해외이용금액,신용카드,법인,일시불,일반,90865,139529,93822,95334,109059,77699,86667,43624,100343,20671,763791,202302
해외이용금액,신용카드,법인,현금서비스,현금서비스,12,811,72,43,66,68,47,0,28,48,1123,202302
해외이용금액,직불/체크카드,개인,일반,일반,355,15770,52092,725,134094,93512,144726,526,76062,63168,528938,202302
해외이용금액,직불/체크카드,법인,일반,일반,0,25562,25332,0,24341,25332,32727,0,22153,5210,135325,202302
회원수,신용카드,개인,전체회원수,합계,9045,5007,10082,12647,14235,7000,5923,11430,11579,8357,-,202302
회원수,신용카드,개인,전체회원수,본인기준회원수,8762,4984,10001,12424,13814,6958,5816,11118,11333,0,-,202302
회원수,신용카드,개인,신규회원수(월중),합계,117,98,119,145,121,95,100,112,148,114,-,202302
회원수,신용카드,개인,신규회원수(월중),본인기준회원수,117,98,118,142,114,95,98,109,144,0,-,202302
회원수,신용카드,개인,해지회원수(월중),해지회원수(월중),78,59,97,93,104,66,61,72,85,89,-,202302
회원수,신용카드,개인,전체이용회원수,합계,6184,2529,6958,9883,10934,5023,4032,8637,8966,0,-,202302
회원수,신용카드,개인,전체이용회원수,신판이용회원수,6161,2519,6933,9871,10907,5008,4018,8619,8922,0,-,202302
회원수,신용카드,개인,사용가능회원수(월말),합계,8299,4737,9742,11514,13100,6101,5137,10480,10517,8216,-,202302
회원수,신용카드,개인,사용가능회원수(월말),본인기준회원수,8078,4715,9666,11325,12753,6064,5037,10212,10295,0,-,202302
회원수,신용카드,법인,신규회원수(월중),신규회원수(월중),0,8,9,0,5,9,4,0,9,2,-,202302
회원수,신용카드,법인,해지회원수(월중),해지회원수(월중),0,11,4,0,5,3,1,0,5,6,-,202302
회원수,신용카드,법인,사용가능회원수(월말),사용가능회원수(월말),34,766,535,41,171,269,210,35,449,860,-,202302
회원수,직불/체크카드,개인,사용가능카드수,사용가능카드수,486,10316,12531,526,19722,9122,10210,179,16050,0,-,202302
회원수,직불/체크카드,개인,사용불가카드수,사용불가카드수,33,1017,1349,45,452,1171,607,23,867,0,-,202302
회원수,직불/체크카드,개인,사용가능회원수,사용가능회원수,471,8742,10674,479,14130,7436,8004,172,13443,0,-,202302
회원수,직불/체크카드,개인,사용불가회원수,사용불가회원수,30,758,709,32,224,488,289,20,308,0,-,202302
회원수,직불/체크카드,개인,순수보유회원수(월말),순수보유회원수(월말),345,7952,8421,259,7700,5150,6012,142,8276,0,-,202302
회원수,직불/체크카드,법인,사용가능카드수,사용가능카드수,2,874,499,3,331,314,226,24,652,0,-,202302
회원수,직불/체크카드,법인,사용불가카드수,사용불가카드수,0,62,45,0,59,11,10,5,118,0,-,202302
회원수,직불/체크카드,법인,사용가능회원수,사용가능회원수,2,1315,723,1,139,116,106,10,400,0,-,202302
회원수,직불/체크카드,법인,사용불가회원수,사용불가회원수,0,189,83,0,83,2,4,2,20,0,-,202302
회원수,직불/체크카드,법인,순수보유회원수(월말),순수보유회원수(월말),3,559,188,1,163,106,60,9,316,0,-,202302
금융자산,,,현금서비스잔액,현금서비스잔액,732932,1736,0,1151221,1555827,611333,422182,386878,1234775,435099,6531983,202302
금융자산,,,합계,합계,3974172,6797,0,5713880,7952524,2908158,2859239,4428880,6291975,2713645,36849270,202302
금융자산,,,대환대출잔액,대환대출잔액,56006,0,0,103186,324733,158602,68336,196439,280018,19573,1206893,202302
금융자산,,,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,1025936,4873,0,1283410,1545977,437344,443637,1116060,1436908,95961,7390106,202302
국내이용금액,신용카드,개인,일시불,일반,37245524,10834045,37311251,65464617,73603156,28488641,25953921,69649728,58568237,30621004,400428873,202309
국내이용금액,신용카드,개인,일시불,국세/지방세등,1173438,156850,605550,4485135,9676603,518096,332106,807885,2923879,359589,20433581,202309
국내이용금액,신용카드,개인,할부,일반,11075328,2610927,8862583,22323722,18347272,7719592,5548029,15417125,14926003,7262997,105230995,202309
국내이용금액,신용카드,개인,할부,국세/지방세등,554366,283577,1079685,2025824,1404265,891006,614764,1390777,939978,705948,8810505,202309
국내이용금액,신용카드,개인,현금서비스,현금서비스,4529193,802630,5199887,6783626,9787110,4016013,2629586,3067491,7663766,2916411,42195826,202309
국내이용금액,신용카드,개인,카드론,카드론,3957576,28018,0,5788988,6719835,2454400,2590159,3721207,5060013,2136684,32456880,202309
국내이용금액,신용카드,법인,일시불,일반,4771652,15975411,14857172,8236843,10128835,8247691,8730535,6450917,11399930,9796758,83738572,202309
국내이용금액,신용카드,법인,일시불,국세/지방세등,1364711,1368698,2989723,4031558,631493,2877995,3510665,4985644,4007552,443418,23221734,202309
국내이용금액,신용카드,법인,일시불,구매전용,8752292,454179,216262,2914851,2514150,1761251,145063,8315686,0,199814,25057286,202309
국내이용금액,신용카드,법인,할부,일반,8046,1139245,251618,24756,16068,124592,246510,6072,171463,546130,2282882,202309
국내이용금액,신용카드,법인,할부,국세/지방세등,51159,1138136,61557,14,0,37391,150605,4761,34712,171261,1588039,202309
국내이용금액,신용카드,법인,할부,구매전용,0,15327,5213,0,0,0,0,47451,0,0,62778,202309
국내이용금액,직불/체크카드,개인,일반,일반,723272,13288518,17128955,653950,17840836,12699916,9023275,542132,22345707,36766579,113884185,202309
국내이용금액,직불/체크카드,개인,국세/지방세등,국세/지방세등,1947,70810,69677,4357,675428,55483,36674,1552,333747,163608,1343606,202309
국내이용금액,직불/체크카드,법인,일반,일반,872,3337672,4421596,17656,2573383,3601196,1944785,218688,4087626,5389543,21171421,202309
국내이용금액,직불/체크카드,법인,국세/지방세등,국세/지방세등,0,2786347,469929,9,13359,185627,501946,605,221494,177992,3887379,202309
국내이용금액,직불/체크카드,법인,구매전용,구매전용,0,0,0,0,435757,0,0,16880,0,0,452637,202309
해외이용금액,신용카드,개인,일시불,일반,670205,281651,791594,1741446,1614928,664876,809574,1768329,1525730,388222,9464961,202309
해외이용금액,신용카드,개인,할부,일반,0,0,0,116921,92948,0,0,137468,0,0,347337,202309
해외이용금액,신용카드,개인,현금서비스,현금서비스,5511,6287,12244,14810,18540,10483,11682,11164,23294,6582,108353,202309
해외이용금액,신용카드,법인,일시불,일반,437255,693542,455117,407242,599213,374277,454829,221783,495136,101951,3785228,202309
해외이용금액,신용카드,법인,현금서비스,현금서비스,52,3021,323,168,118,294,339,0,147,206,4345,202309
해외이용금액,직불/체크카드,개인,일반,일반,1979,71166,220861,3437,572434,400123,736256,5061,329848,259295,2379599,202309
해외이용금액,직불/체크카드,법인,일반,일반,0,118124,97547,0,109377,97728,143627,0,106258,27235,602349,202309
회원수,신용카드,개인,전체회원수,합계,9284,5242,10126,12889,14363,7132,6174,11924,11910,8471,-,202309
회원수,신용카드,개인,전체회원수,본인기준회원수,9030,5220,10048,12676,13933,7090,6068,11603,11648,0,-,202309
회원수,신용카드,개인,신규회원수(월중),합계,102,100,88,112,106,75,87,105,109,81,-,202309
회원수,신용카드,개인,신규회원수(월중),본인기준회원수,103,99,88,110,99,74,86,101,107,0,-,202309
회원수,신용카드,개인,해지회원수(월중),해지회원수(월중),78,65,86,78,90,57,52,64,65,67,-,202309
회원수,신용카드,개인,전체이용회원수,합계,6450,2650,7001,10015,11164,5164,4206,9195,9301,0,-,202309
회원수,신용카드,개인,전체이용회원수,신판이용회원수,6427,2642,6978,10003,11139,5150,4194,9178,9259,0,-,202309
회원수,신용카드,개인,사용가능회원수(월말),합계,8471,4922,9761,11627,13144,6138,5320,10867,10745,8307,-,202309
회원수,신용카드,개인,사용가능회원수(월말),본인기준회원수,8273,4901,9688,11448,12796,6102,5221,10587,10526,0,-,202309
회원수,신용카드,법인,신규회원수(월중),신규회원수(월중),1,6,6,0,3,6,5,0,9,2,-,202309
회원수,신용카드,법인,해지회원수(월중),해지회원수(월중),1,12,4,0,4,3,0,0,2,6,-,202309
회원수,신용카드,법인,사용가능회원수(월말),사용가능회원수(월말),37,718,554,37,166,293,231,35,468,814,-,202309
회원수,직불/체크카드,개인,사용가능카드수,사용가능카드수,424,10032,12321,479,19635,8832,10784,393,15745,0,-,202309
회원수,직불/체크카드,개인,사용불가카드수,사용불가카드수,31,1006,1469,43,474,1206,606,30,908,0,-,202309
회원수,직불/체크카드,개인,사용가능회원수,사용가능회원수,410,8485,10483,441,14086,7202,8351,377,13268,0,-,202309
회원수,직불/체크카드,개인,사용불가회원수,사용불가회원수,28,756,752,31,258,493,294,25,317,0,-,202309
회원수,직불/체크카드,개인,순수보유회원수(월말),순수보유회원수(월말),295,7743,8287,239,7640,4937,6279,304,8050,0,-,202309
회원수,직불/체크카드,법인,사용가능카드수,사용가능카드수,2,867,493,3,335,309,242,28,647,0,-,202309
회원수,직불/체크카드,법인,사용불가카드수,사용불가카드수,1,65,44,0,60,10,11,6,122,0,-,202309
회원수,직불/체크카드,법인,사용가능회원수,사용가능회원수,2,1257,743,1,141,115,110,11,396,0,-,202309
회원수,직불/체크카드,법인,사용불가회원수,사용불가회원수,1,214,90,0,83,2,4,3,20,0,-,202309
회원수,직불/체크카드,법인,순수보유회원수(월말),순수보유회원수(월말),3,552,187,1,165,105,60,10,309,0,-,202309
금융자산,,,현금서비스잔액,현금서비스잔액,767081,4200,0,1041568,1598690,672877,441443,521208,1308335,473769,6829171,202309
금융자산,,,합계,합계,4406436,22592,0,5664161,8041256,3231462,3001124,4604056,6624025,2821953,38417065,202309
금융자산,,,대환대출잔액,대환대출잔액,43720,0,0,89314,320763,207749,98970,233963,376444,30557,1401480,202309
금융자산,,,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,1089526,10250,0,1350423,1611305,454336,464850,965550,1556207,110136,7612583,202309
국내이용금액,신용카드,개인,일시불,일반,33010666,9609703,33095351,58068002,65248815,25127434,23084321,61629241,51842984,27112373,354733539,202308
국내이용금액,신용카드,개인,일시불,국세/지방세등,1005625,130938,521632,4012660,8529334,448470,276509,687802,2581718,304765,17977821,202308
국내이용금액,신용카드,개인,할부,일반,9806600,2304035,7839609,19814316,16348404,6784460,4943147,13576263,13220609,6440929,93238763,202308
국내이용금액,신용카드,개인,할부,국세/지방세등,502742,242383,943126,1881049,1275460,781810,559805,1218751,848651,613990,7924641,202308
국내이용금액,신용카드,개인,현금서비스,현금서비스,4024367,717089,4638177,6096295,8738246,3574277,2362463,2673122,6817418,2597033,37600310,202308
국내이용금액,신용카드,개인,카드론,카드론,3631657,22283,0,5242796,5995573,2134390,2397401,3323960,4513550,1928019,29189629,202308
국내이용금액,신용카드,법인,일시불,일반,4201965,13869465,13185679,7296754,8877506,7100527,7639820,5683464,9902933,8549816,73122250,202308
국내이용금액,신용카드,법인,일시불,국세/지방세등,1211766,1211289,2656168,3467035,575344,2569434,3163881,4572841,3726557,404204,20902351,202308
국내이용금액,신용카드,법인,일시불,구매전용,7866736,387125,194847,2583040,2189905,1756162,127341,7218118,0,182501,22310928,202308
국내이용금액,신용카드,법인,할부,일반,7234,1002044,224328,23585,14189,110140,219119,5284,150621,484435,2016651,202308
국내이용금액,신용카드,법인,할부,국세/지방세등,51103,1041277,56540,14,0,34396,138808,4350,32147,157789,1459884,202308
국내이용금액,신용카드,법인,할부,구매전용,0,15243,5213,0,0,0,0,41711,0,0,56954,202308
국내이용금액,직불/체크카드,개인,일반,일반,632619,11821343,15230993,583420,15875491,11279054,8003504,464737,19877939,32586223,101124330,202308
국내이용금액,직불/체크카드,개인,국세/지방세등,국세/지방세등,1614,60374,59379,3673,584201,47083,30592,1187,290895,143892,1163511,202308
국내이용금액,직불/체크카드,법인,일반,일반,786,2896554,3867141,15582,2249298,3152893,1667614,190698,3542816,4668998,18385239,202308
